Sample_ID,Easting_ING,Northing_ING,Na2O_%_XRFS,MgO_%_XRFS,Al2O3_%_XRFS,SiO2_%_XRFS,P2O5_%_XRFS,S_mgkg_XRFS,Cl_mgkg_XRFS,K2O_%_XRFS,CaO_%_XRFS,TiO2_%_XRFS,MnO_%_XRFS,Fe2O3_%_XRFS,Sc_mgkg_XRFS,V_mgkg_XRFS,Cr_mgkg_XRFS,Co_mgkg_XRFS,Ni_mgkg_XRFS,Cu_mgkg_XRFS,Zn_mgkg_XRFS,Ga_mgkg_XRFS,Ge_mgkg_XRFS,As_mgkg_XRFS,Se_mgkg_XRFS,Br_mgkg_XRFS,Rb_mgkg_XRFS,Sr_mgkg_XRFS,Y_mgkg_XRFS,Zr_mgkg_XRFS,Nb_mgkg_XRFS,Mo_mgkg_XRFS,Nd_mgkg_XRFS,Sm_mgkg_XRFS,Yb_mgkg_XRFS,Hf_mgkg_XRFS,Ta_mgkg_XRFS,W_mgkg_XRFS,Hg_mgkg_XRFS,Tl_mgkg_XRFS,Pb_mgkg_XRFS,Bi_mgkg_XRFS,Th_mgkg_XRFS,U_mgkg_XRFS,Ag_mgkg_XRFS,Cd_mgkg_XRFS,In_mgkg_XRFS,Sn_mgkg_XRFS,Sb_mgkg_XRFS,Te_mgkg_XRFS,I_mgkg_XRFS,Cs_mgkg_XRFS,Ba_mgkg_XRFS,La_mgkg_XRFS,Ce_mgkg_XRFS,Au_µgkg_FA_ICPMS,Pd_µgkg_FA_ICPMS,Pt_µgkg_FA_ICPMS
601872C,118271,327682,0.7,1.8,5.4,47.9,0.12,3145,100,1.386,14.51,0.335,0.048,2.24,10.7,33.3,38.8,5.51,15,8.95,41.8,5.7,0.25,2.7,0.8,10.8,40.7,353.6,12.5,242.9,6.2,1,11.9,3.4,0.35,6.5,0.6,1,1.25,0.4,8.6,0.8,3.6,3,0.25,0.5,0.25,0.8,0.5,0.25,2.8,2,247,14,27,0.5,0.25,0.14
601875C,85051,323210,2.8,0.3,9.5,90.7,0.025,190,100,2.565,0.31,0.573,0.02,0.57,3.2,20.8,30.6,2.48,1.4,3.5,9.6,8.3,0.9,1.5,0.2,3.7,71.2,100.7,20.3,1083.7,13.7,0.5,17.6,4.2,0.46,31.1,1,2.8,1.25,0.4,11.9,0.5,8.7,3.6,0.25,0.25,0.25,1.3,0.4,0.25,0.4,2,476,16,35,0.5,0.25,0.05
601876C,111420,324665,1.2,0.9,5.1,50.8,0.16,2431,100,1.386,12.48,0.476,0.255,4.29,9.4,27.7,59.6,9.29,10.5,6.13,35.3,5.4,0.5,8.9,0.9,9.5,34.8,325.9,16.4,1142,8.4,1.9,17.5,3.9,1.96,32.2,0.5,0.9,1.25,0.3,8,1.2,5,3.2,0.25,0.2,0.25,1,0.4,0.1,6.2,2,344,16,33,0.5,0.25,0.05
601877C,110636,326451,0.8,1,5.6,53,0.13,2112,100,1.386,9.67,0.404,0.076,3.6,7.7,36.8,49.1,3.99,14.1,9.86,55.9,5.4,0.3,15.4,1.7,33.9,36.9,246.1,16.1,671.2,6.9,1.1,14.7,2.6,0.75,18.9,0.5,1.2,1.25,0.7,10.9,1.1,4,5.4,0.25,0.4,0.25,1.4,1.1,0.4,6.5,1,267,16,31,0.5,0.25,0.14
601878C,112573,286957,0.2,0.5,2.9,20.9,0.14,1292,100,1.021,26.41,0.227,0.074,2.22,3.9,23.3,31.1,3.89,9.9,13.19,47.1,3.1,0.4,3.7,0.9,24.2,29.6,301.4,14.5,221.6,4,0.9,10.6,1.5,0.75,5.8,0.4,1.2,1.25,0.8,7.8,0.5,1.6,3.2,0.2,1.1,0.25,0.9,0.6,0.25,7.2,2,220,13,22,0.5,0.69,0.22
601879C,72602,315070,1.8,0.6,8.3,71.2,0.28,1541,100,2.043,1.06,0.827,0.056,2.58,6.7,41,39.2,4.53,6.2,9.76,44.7,8,1.2,3.9,0.7,23.1,58.2,148.5,28.1,1645.1,15.5,0.2,20.6,5.2,4.51,48.1,1.1,3,1.25,0.4,17.7,0.9,10.9,4.4,0.25,0.2,0.25,2.4,1.2,0.1,66,1,477,22,44,1.6,0.25,0.05
601880C,106491,321758,1.9,0.9,10.1,73.1,0.18,285,100,2.67,1.34,0.633,0.405,3.75,4.2,53.2,69.4,9.4,19.5,13.09,46.8,9.7,1,5.4,0.5,25.4,81.3,116.8,24.6,958.3,11.3,0.9,26.7,6.1,3.35,26.8,0.3,2.1,1.25,0.5,26.1,0.7,8,4.2,0.25,0.25,0.25,1.6,0.6,0.1,12.6,3,645,27,54,0.5,0.25,0.05
601881C,84441,313284,1.3,0.7,7.3,78.5,0.06,1029,100,1.741,0.87,0.587,0.028,1.66,3.6,30.3,44.3,3.89,7.4,5.72,18.5,6.7,0.8,5.2,0.4,11.3,46,89.1,18.6,689.9,11.7,0.6,17.3,3.9,2.2,19.4,0.9,2.5,1.25,0.6,9.7,0.2,6.8,3.6,0.25,0.3,0.25,1,0.8,0.1,1.2,2,339,18,38,1.2,0.25,0.11
601882C,116555,329707,2.2,1.3,11.1,79.3,0.11,2050,100,3.066,0.76,0.613,0.033,2.97,4.3,41.2,27,8.1,11.5,9.66,25.7,10.7,1,3.5,0.5,4.4,93.2,126.7,28.5,791.4,14.1,0.4,28.8,5.3,2.66,22.4,0.9,2.8,1.25,1,16.5,0.7,9.5,5.4,0.25,0.1,0.25,1.6,0.8,0.25,1.2,3,624,30,63,4.3,0.25,0.05
601884C,119574,325183,0.8,2.4,5.9,47.5,0.09,2968,100,1.626,15.5,0.395,0.031,2.1,9.5,34.3,36.3,5.94,16.5,9.56,34.7,6.8,0.4,2.7,0.8,6.4,48,397.6,14.6,235.2,7.3,0.9,11.9,3.7,0.58,6.4,0.1,1.3,1.25,0.3,8,0.4,2.4,2.9,0.25,0.1,0.1,1,0.1,0.25,0.9,2,286,16,33,0.5,0.5,0.19
601885C,117880,326343,0.6,1.9,7.2,46.1,0.07,730,100,1.856,14.77,0.466,0.049,2.99,10.8,50.4,47.2,8.53,24.1,14,51.1,8.9,0.6,4.4,0.5,4.5,61,552.3,17.5,155.4,8.9,0.4,17.5,3.2,2.43,5.5,0.6,1.3,1.25,0.5,12.7,0.4,5.3,2.2,0.25,0.5,0.25,0.9,0.5,0.3,0.7,2,358,21,41,0.5,0.25,0.17
601886C,116510,330779,1.1,0.7,6.4,52,0.15,630,100,1.918,9.16,0.436,0.606,5.37,9.1,40.2,40.6,16.86,18.2,8.55,83.2,7.3,0.5,5.2,1.1,21.3,52.1,257,19.3,528.7,7.8,1.2,17.9,4.9,1.73,15.5,0.5,0.8,1.25,0.1,15.3,0.9,5,3.7,0.25,1,0.25,1.5,0.6,0.2,8.6,2,507,19,37,0.5,0.25,0.17
601887C,112942,335700,1.4,1.7,14.2,60,0.19,470,100,3.807,1.04,0.798,0.63,7.05,13.4,86.2,88,23.56,44,23.79,86.4,16.9,1,8.7,0.7,37.1,138.7,113.5,27.2,476.4,14.2,1.3,39.7,5.1,3.35,14.1,1.3,2.6,1.25,0.9,51.5,0.3,11.5,4.1,0.1,0.3,0.1,1.5,1.5,0.2,12.6,4,747,43,87,0.5,0.25,0.26
601888C,77228,319711,2.2,2,8.3,40.6,0.16,22826.22,6174,2.44,2.12,0.536,0.065,5.25,6.8,85.2,43.9,8.53,16.6,12.08,67.9,11.4,0.5,21.1,1.2,318.1,87.5,171,22.8,268.3,11.4,2.8,28.9,3.2,2.66,8.1,0.4,1.8,1.25,0.8,22.4,0.15,6.2,4,0.1,0.1,0.25,2.3,0.9,0.25,87.3,3,415,26,52,3.7,0.25,0.37
601889C,111274,327147,0.9,0.7,5.2,51.7,0.1,1160,100,1.229,9.31,0.36,0.111,3.48,6,35.8,37.6,4.53,10.5,5.82,38,5.5,0.2,6.7,1,12.8,31.7,255.5,14.7,423.5,6.7,1.3,11.6,0.1,1.96,11.9,0.3,1.5,1.25,0.4,9.9,1,4.8,3.1,0.25,0.4,0.25,0.9,0.3,0.25,2.6,1,252,14,26,0.5,0.25,0.05
601890C,110175,335181,2,0.9,10.3,75,0.19,276,100,2.701,1.37,0.635,0.414,3.78,8.5,54.9,71.3,10.59,20.8,14,46.4,10.7,0.6,6,0.5,26.6,82.1,118.3,24.4,969.5,12.3,0.8,28.4,4.5,2.31,27.3,0.5,1.8,1.25,1.2,25.7,0.7,9.9,4.2,0.25,0.2,0.25,1.5,0.7,0.25,13.3,3,654,27,55,1.7,0.25,0.16
601891C,123602,325407,0.4,1.7,4.6,36.8,0.15,3116,100,1.115,19.71,0.47,0.048,2.77,6.4,45.4,77.6,6.8,15.9,9.15,44.2,5.4,0.6,4.3,1.2,14,31.8,503,17.4,893.5,8.5,1.4,18.5,2.1,2.08,25.3,1.4,1.6,1.25,0.25,7.7,0.5,7.5,4,0.25,0.7,0.25,1.3,0.2,0.2,3.4,1,216,20,39,0.5,0.25,0.17
601892C,115521,334035,2.1,1.3,12,65.6,0.18,735,100,3.713,4.82,0.695,0.113,3.75,11.3,56,57.4,8.43,15.4,12.38,34.5,12.9,1.3,3.9,0.5,5,110.5,191.4,26.5,891.3,12.7,0.4,34.5,5.7,3.93,25,0.6,2.6,1.25,0.4,23.7,0.8,9.6,4.7,0.25,0.25,0.25,1.5,0.8,0.25,2.8,3,624,30,63,0.5,0.25,0.05
601893C,112889,333125,1.3,2.5,8.8,58.5,0.17,1091,100,2.398,5.93,0.532,0.236,5.87,6.4,54.4,51.8,9.83,16.9,9.56,79.7,9.7,1,31.3,0.4,19.9,72,216.9,22.2,532.2,10.8,1.2,26.8,4.2,2.2,15.1,0.1,1.3,1.25,0.8,15.9,0.6,5.6,3.4,0.25,0.25,0.25,1.8,0.7,0.25,6.8,2,575,27,55,0.5,0.25,0.05
601894C,99798,316239,0.15,0.2,0.9,2.9,0.025,9456,463,0.186,2.62,0.082,0.037,3.15,4.2,19.3,5.6,2.59,7.7,8.95,12,1.1,0.25,35.2,3.9,145.3,7,109,15.5,57.6,1.3,0.9,12.9,1.5,1.96,1.8,0.1,1.6,1.25,1.3,1.5,0.15,0.9,14.4,0.25,0.1,0.2,0.4,0.4,0.25,12.5,1,183,3,14,0.5,0.25,0.05
601895C,114302,333462,1.7,1.2,8.4,67.9,0.18,892,100,2.67,2.77,0.574,0.152,4.19,7,39.3,55.8,9.18,10.6,7.34,71.3,8.6,0.1,7.5,0.5,11.9,67.4,126,22.4,970.6,10.8,0.6,19.9,2,1.04,27,0.4,1.9,1.25,0.9,18.2,1.4,9.3,4,0.25,0.25,0.25,1.6,0.5,0.25,2.6,2,563,20,42,0.5,0.25,0.19
601897C,122078,328541,0.15,0.15,0.6,4.1,0.025,5986,100,0.186,39.43,0.054,0.027,1.57,1.5,10.9,10.1,1.08,9.8,8.04,19.9,1.6,0.25,0.45,4.1,74.8,5,2049.1,6.9,27.7,0.9,4,3.8,1.6,0.75,3.1,0.5,0.3,1.25,0.25,3.5,0.6,0.35,3.6,0.1,0.3,0.2,0.6,0.2,0.25,7.3,1,103,3,8,0.5,0.25,0.17
601898C,110081,328654,0.9,1.6,5.1,48.2,0.11,719,46,1.553,12.37,0.382,0.224,4.69,8.7,31.7,39.4,6.48,11.9,6.33,32.1,5.2,0.4,8,0.3,29.1,40.5,279.9,13.6,430.1,7.3,0.7,15.6,0.5,0.92,12.2,0.5,0.3,1.25,0.2,11,0.1,3.8,2.6,0.25,0.25,0.5,1.1,0.7,0.25,11.5,1,338,13,30,0.5,0.25,0.05
601899C,101271,331814,2.5,1.5,11.7,67.1,0.2,258,100,3.118,1.1,0.73,0.275,6.53,6.4,57.5,49.9,12.42,16.3,11.17,63.6,12.6,1.5,8.8,0.4,26.6,90,119,27.3,925.1,14.7,0.6,33,4.9,1.5,26.2,0.9,1.9,1.25,0.5,18.2,0.5,10.9,4.8,0.25,0.25,0.25,1.9,0.6,0.2,7.1,3,646,30,63,0.5,0.25,0.05
601900C,93034,338548,0.8,0.3,4.6,31.5,0.11,3734,236,1.699,0.98,0.38,0.029,2.78,5.2,34.3,19,4.32,5.9,6.33,22.7,6.9,0.2,9.1,1.5,77.4,48.9,97.8,19.3,405.8,8,0.6,17.5,3.5,1.85,10.7,0.1,2,1.25,0.5,13.6,0.1,3.8,3.2,0.25,0.25,0.25,0.9,0.3,0.25,6.3,2,478,13,28,0.5,0.25,0.16
601901C,97932,312531,1.5,1.8,8.3,65.9,0.26,1570,100,1.887,1.64,0.979,0.748,8.39,9,68.1,39.4,15.67,12.2,5.12,91.5,10.7,0.7,19.1,0.4,23.7,58.7,101.6,30.3,801.6,17.5,1.3,27.2,4.3,3.35,22.5,0.2,1.3,1.25,0.2,19.5,0.8,8.8,3.6,0.2,0.25,0.25,1.5,0.9,0.3,7.1,2,818,27,56,0.5,0.25,0.05
601902C,110875,318528,0.7,1.1,4,49.2,0.16,831,100,1.146,10.56,0.368,0.486,5.65,7.1,31.3,42.9,4.21,10,5.82,38.4,5,0.4,10.6,0.7,27.6,29.4,198.1,13.3,519,6.7,1.1,15.4,0.9,0.81,15,0.4,0.5,1.25,0.2,9.3,0.4,4.3,2.5,0.25,0.2,0.25,0.9,0.4,0.25,11.6,1,313,12,24,0.5,0.25,0.05
601903C,82505,299049,1.8,1.3,14.5,72.2,0.06,90,100,4.506,0.38,0.61,0.219,4.38,7.3,60.8,29.4,9.83,9.8,4.92,41.9,17.8,1.2,2,0.4,18.8,152.5,85.2,21.1,476.5,14,0.2,24.5,3.3,2.2,13.6,1.2,2.1,1.25,1.1,13.1,0.9,8.9,3,0.5,0.25,0.25,2.3,0.6,0.25,5.8,3,835,25,64,0.5,0.25,0.05
601906C,90964,278848,1,2.3,8.6,64.7,0.2,792,100,1.511,0.47,0.599,0.217,6.04,7.2,64.7,102.4,12.21,29.8,9.05,49.4,8.7,1.1,41.9,0.9,26.8,47.8,61.3,23.5,497.4,9.2,1.2,23.2,2.9,3.12,13.2,0.4,1.6,1.25,0.2,11,0.7,6.3,4.3,0.25,0.25,0.25,1.1,0.6,0.1,7.9,2,316,23,47,1.9,0.25,0.05
601907C,109693,317633,0.7,1.4,4.7,52,0.15,2276,100,1.198,14.76,0.731,0.048,3.77,9.5,65.3,116.3,5.94,14.5,8.45,34.5,4.8,0.9,4.8,0.7,7.3,33.7,229.4,22.3,1909.5,11.8,1.3,21.2,3,2.08,55.1,1.3,2.8,1.25,0.25,12.5,1.8,12.9,4.8,0.25,0.3,0.25,2,0.7,0.1,1.5,2,215,22,44,0.5,0.25,0.05
601908C,103996,309866,0.8,2.8,11,46.7,0.34,348,74,2.889,1.41,0.852,0.617,12.49,13.5,101.9,52.3,40.96,24.1,12.08,85,15.3,1.2,172.8,0.5,29.9,106.1,73.3,45,634,15.8,1.1,42.8,5.4,5.66,17.2,2.3,2.7,1.25,0.9,25.5,1.5,11.3,3.8,0.25,0.8,0.25,2.1,2.9,0.2,11.7,4,847,41,87,0.5,0.25,0.05
601910C,122170,324846,0.5,2,4.1,35.2,0.07,2853,100,0.948,22.45,0.273,0.024,1.8,7,28.7,32,5.51,12.5,6.13,26.7,4.5,0.6,2,0.7,11.4,27.4,461.4,10.9,214.5,4.9,0.8,13.4,2.4,1.04,6.2,0.5,0.8,1.25,0.5,6.4,0.7,2,2.8,0.25,0.7,0.3,0.6,0.3,0.25,2.6,2,146,12,24,0.5,0.25,0.14
601911C,108446,310343,0.9,2.3,10.6,58.9,0.17,459,34,2.795,0.79,0.81,0.319,6.36,8.2,69.3,60.1,30.37,12.4,8.35,40.6,14.2,0.3,42.6,0.4,64,93.9,73.7,31.2,791.2,17.3,1,31.1,6.2,3.47,23.2,1.3,3.5,1.25,0.5,15.9,0.2,11.1,3,0.25,0.25,0.25,1.8,1.9,0.2,13.8,3,440,37,71,1.3,0.25,0.05
601912C,94492,277294,1.1,2.2,7.9,51.8,0.32,598,100,1.49,0.67,0.553,3.615,10.72,6,63.5,107,39.34,50.8,10.97,228.6,8.6,0.4,50.8,0.7,26.9,43.7,90,16.1,314.6,8.4,1.3,22.9,1.5,1.16,8.2,0.1,0.3,1.25,0.25,17,0.8,5.2,1.7,0.25,0.8,0.25,1.1,1.4,0.25,10.2,3,1313,20,43,0.5,0.25,0.3
601913C,105198,311172,2,0.9,12.8,77.9,0.025,249,100,3.713,0.31,0.773,0.022,1.15,8.1,44.1,42.3,2.26,2.5,3.2,15.2,13.7,0.8,1.6,0.3,13,117.7,88,20,580.6,18.5,0.4,17.7,0.6,1.27,16.8,0.6,2.7,1.25,1.1,10.2,0.4,7.2,3.1,0.3,0.25,0.25,2.1,0.6,0.2,1.8,4,577,21,42,0.5,0.25,0.05
601914C,105260,313126,0.15,0.1,0.6,2.4,0.025,4156,559,0.176,2.8,0.053,0.028,4.15,3.7,15.3,4.9,3.35,3.4,5.62,12.2,1.2,0.25,49.1,1.4,89,6.9,141.5,5,44,0.8,2.3,4.4,0.5,0.58,1.5,0.1,0.6,1.25,1.1,5.7,0.15,0.6,2.9,0.1,0.5,0.1,0.2,0.1,0.25,6,2,67,0.5,7,0.5,0.25,0.05
601915C,77934,244008,0.7,1.9,12.2,35.9,0.13,999,100,2.158,0.87,1.003,5.008,17.01,12.9,123.7,78.4,36.31,43.8,18.14,287.3,16.5,0.8,10.6,1.7,41.4,63.7,110.3,30.5,501.5,19.6,3.9,56.5,6.3,0.81,13.9,1.1,0.7,1.25,0.25,16.3,1.8,17.1,2.4,0.9,0.25,0.25,1.9,1,0.25,31,4,2092,78,154,0.5,0.25,0.65
601916C,99364,311789,1.7,3,11.7,61.4,0.28,264,100,2.461,2.06,1.026,0.613,9.87,8.8,102.6,65.1,38.47,34.6,15.11,92.1,15,0.8,18.6,0.2,14.7,77.5,121.1,40.6,639.6,25.3,1.1,40.3,4.3,6.24,18.5,0.8,2.4,1.25,0.3,15,0.6,10,2.9,0.3,0.25,0.25,2.2,0.8,0.25,5.7,2,597,42,79,0.5,0.25,0.05
601917C,134859,320195,1.6,1,8.6,58.1,0.27,2249,100,1.803,2.62,0.872,0.238,4.85,7.9,62,47.9,13.83,16.8,11.58,149.1,9.9,0.1,4.1,1.1,60.9,48,210.8,30.2,1181.9,17.8,0.8,27.2,3.4,4.05,34.1,0.5,2.1,1.25,0.6,25.9,0.8,11.2,7.3,0.25,0.4,0.25,4.8,0.2,0.25,20.1,2,429,32,66,0.5,0.25,0.05
601918C,102033,311728,1.9,2.6,13.4,68.7,0.26,229,100,2.649,2.11,1.333,0.175,6.77,15.2,105.7,71.2,17.29,29.7,11.68,72,16.1,0.9,13,0.4,14.5,81.5,160.4,44.9,1281.8,29.1,1.4,44.5,8.2,5.78,36.6,1.7,3.6,1.25,0.4,17.6,0.8,17.7,4.2,0.25,0.25,0.25,3.1,0.9,0.25,3.5,2,504,55,105,0.5,0.25,0.05
601919C,91533,296712,1.4,0.4,6.1,48.4,0.1,2276,154,2.116,0.37,0.384,0.036,2.12,3,21.9,14.9,3.78,4.5,6.33,18.2,6,0.2,6.5,1.6,73.3,57.4,70.4,14.3,528.7,8.8,0.3,16.1,5,1.04,15.6,0.6,1.5,1.25,0.9,14.4,0.4,3.6,3.2,0.25,0.25,0.25,2,0.5,0.1,12.7,3,421,13,28,0.5,0.25,0.05
601920C,105981,310198,0.15,0.4,1.5,5.5,0.06,7259,437,0.311,1.19,0.182,0.027,0.69,3.9,19.7,14.1,3.02,6.4,13.19,6.5,2.9,0.25,11.4,3.8,143.6,11.8,49,11,108,2.5,0.1,12.3,1.8,1.04,3.7,0.5,2.1,1.25,1.5,4.7,0.15,1.3,3.9,0.25,0.8,0.25,0.4,0.6,0.25,8.4,2,87,5,15,0.5,0.25,0.05
601921C,108544,312439,1.5,2.2,11.4,69.3,0.17,276,100,2.617,1.48,0.922,0.441,5.02,10.5,88.1,84.7,15.34,18.6,8.65,84.4,12.7,1.2,8.6,0.2,27.1,79.4,100.8,27.2,941.2,16.9,0.2,25.6,3.5,4.85,26.9,1.1,3,1.25,0.25,23.5,0.7,9.7,3.3,0.25,0.25,0.25,1.9,1.1,0.2,8.6,3,526,28,55,2.2,0.25,0.05
601922C,114077,315445,0.15,0.15,1,7.1,0.025,790,100,0.343,38.68,0.115,0.031,0.94,1.5,10.9,17.8,1.94,5.6,8.04,12.2,1.6,0.25,2.8,4.7,12.2,12.2,2518.2,8.2,87.6,1.4,0.8,9.8,1.5,0.75,4.9,0.2,0.3,1.25,0.25,2.7,1.5,1.5,0.25,0.2,0.6,0.2,0.6,0.5,0.25,2.2,1,253,4,10,2.3,0.25,0.05
601924C,107947,313160,1.6,3,10.6,76.7,0.16,387,100,2.795,3.5,0.743,0.057,2.72,8.4,53.2,54.2,8.21,14.6,9.15,33.5,11.1,0.7,6.7,0.1,0.4,82.1,96.9,24.1,483,15,0.2,23.9,2.5,2.2,13.9,0.8,2.5,1.25,0.6,11.4,0.15,6.7,2.6,0.25,0.25,0.25,1.6,1.3,0.25,0.9,3,484,25,50,0.5,0.25,0.05
601925C,110140,319817,0.5,2.9,4.9,35.3,0.27,1153,100,1.209,15.3,0.413,0.145,5.67,10.8,63,54.8,7.45,29.8,19.95,57.8,6.1,0.4,14.5,2.3,36.7,38.1,282.4,17.1,411.4,6.6,0.9,15.2,0.2,0.58,12.2,0.3,0.7,1.25,0.1,12.4,0.8,4,2.8,0.4,0.8,0.25,0.9,0.7,0.2,20.5,2,255,16,31,0.5,0.25,0.65
601926C,76334,320409,1.8,0.7,9.2,59.2,0.16,29233.58,113,2.67,0.79,0.621,0.034,4.93,5.4,51.7,33.4,12.42,9.5,4.51,19.6,10.8,0.5,9.2,0.6,61.3,76.2,144.8,26.6,930.2,14,6.3,28.8,4.7,4.28,26.5,0.7,2.5,1.25,0.9,15.6,0.9,8.7,4.6,0.25,0.25,0.25,1.5,0.5,0.25,13.7,2,568,29,58,29.7,0.25,0.18
601927C,101117,311533,2.5,1.7,12.9,76.6,0.15,308,100,2.868,1.27,0.8,0.217,4.36,10,60.7,45.6,10.59,16.8,5.22,62.2,13.5,1.5,8.1,0.1,2.6,84.3,120,30.7,540.8,18.1,0.3,28.6,4.2,3,15.7,0.9,2.4,1.25,0.6,13.2,0.4,9.2,3.4,0.2,0.25,0.25,2.1,0.6,0.25,2.1,2,579,29,62,0.5,0.25,0.14
601928C,82573,230090,2.5,0.6,13.4,53.6,0.24,937,21,3.129,0.83,0.324,0.169,4.09,6,56.2,17.8,6.37,5.5,15.71,42.9,12.9,0.4,3.2,3.7,73.7,129.4,143,39.3,399.3,11.7,11.1,65.1,10.2,3.24,11.7,0.6,4.2,1.25,1.2,48.3,0.6,34,103.9,0.25,0.5,0.25,2.3,0.25,0.25,32.6,4,423,74,176,0.5,0.25,0.05
601931C,92432,279438,0.7,2.2,11.2,61,0.14,321,100,2.148,0.59,0.746,1.082,7.36,9.4,79.5,95,53.71,41,19.45,102,11.2,0.4,106.2,0.7,58.9,67.5,63.3,26,504.4,12,0.4,32.4,5.6,2.66,14,0.5,2.7,1.25,0.6,18.1,0.3,6,3.5,0.25,0.4,0.3,4.4,1.1,0.25,18.1,3,486,32,67,106,0.25,0.25
601932C,108338,315477,0.3,1.3,3.6,33.1,0.16,3798,197,1,10.27,0.298,0.481,10.17,4.7,34.9,32.8,12.64,23.6,7.14,68.5,4.3,0.8,66.7,0.9,55.1,29.5,207.3,11.8,363.5,5.8,1.5,16.3,1.5,0.92,10.5,0.4,0.3,1.25,0.8,9.9,1,3.4,3.5,0.25,0.5,0.2,1,0.8,0.1,17.1,2,404,13,24,0.5,0.25,0.28
601934C,114948,292114,0.4,1.1,5.1,26.4,0.07,4904,100,1.355,22.82,0.454,0.043,3.33,9.4,58,40,9.83,20.3,17.83,32.4,7.1,0.3,4.4,0.9,40.9,44,209.8,18.1,244.8,5.9,1.6,17.1,2.4,2.54,7.3,0.3,1.3,1.25,0.6,8.1,0.5,3.6,3.7,0.2,0.1,0.2,0.9,0.4,0.25,2.9,3,348,19,36,0.5,0.97,0.44
601936C,113944,338368,2,1.9,12.7,56.1,0.23,432,100,3.463,1.28,0.75,1.026,7.54,10.3,82.9,68.7,51.33,33,16.72,156.6,16.5,0.8,4.3,0.5,39.5,115,129,19.1,720.4,12.6,1.3,33,5.6,2.08,19.5,0.5,0.8,1.25,0.7,26.1,0.9,10.7,4.2,0.25,0.3,0.25,2.2,0.4,0.1,14.3,4,669,32,71,0.5,0.25,0.2
601937C,122876,326762,0.6,1.3,5,47.8,0.12,1134,100,1.229,15.86,0.393,0.031,1.84,12.9,34.5,35.9,5.29,17.2,10.67,58.4,5.7,0.25,3.2,1.8,16,36.1,480.6,16.9,420.7,7.3,0.9,15.8,3.3,1.16,12,0.4,1,1.25,0.4,7.7,0.8,3.5,2.9,0.25,0.8,0.2,1,0.3,0.1,4.1,2,234,18,33,0.5,0.25,0.21
601938C,105937,316143,1.3,1.7,6.8,56.9,0.1,1275,100,1.626,11.53,0.488,0.021,2.32,8.8,33.2,34.2,5.4,9.8,5.93,26.5,6.2,0.9,6.7,0.5,4.3,45.4,278.8,17.7,338.5,9.4,1.1,19.1,4.2,1.04,9.7,0.8,1.1,1.25,0.2,10.5,1,4,2.9,0.25,0.4,0.25,0.9,0.4,0.1,0.8,2,339,18,37,11.9,0.25,0.14
601939C,109479,315762,1,2.5,5.6,59.7,0.1,439,100,1.678,8.65,0.436,0.043,1.59,7.4,25.9,38.5,4.32,8.9,5.82,19,5.2,0.4,3.5,0.4,2.5,42.7,137.7,14.8,458.7,9.3,0.3,11.8,1.8,0.75,12.4,0.2,1.7,1.25,0.9,7.6,0.7,5.4,3,0.25,0.2,0.25,1.3,0.5,0.2,1,1,313,14,30,1.5,0.25,0.13
601941C,119485,286772,0.1,1.6,4.6,33.6,0.025,380,100,1.323,24.26,0.366,0.042,1.92,6.7,31.6,48.1,6.7,22.9,9.86,33.2,4.5,0.5,0.8,0.4,1,45.3,265.4,16.2,158.2,6.6,0.9,20.7,2.8,0.58,4.6,0.9,1.2,1.25,0.25,8,0.5,1.8,2.4,0.1,0.7,0.2,1.1,0.6,0.25,0.25,4,202,20,35,0.5,0.25,0.3
601942C,111967,337463,1.9,0.9,8.6,92.8,0.13,142,100,2.064,0.7,0.602,0.018,1.5,2.2,30.6,39.9,3.24,8.2,4.11,23.6,7.4,1.1,4,0.2,0.4,50.2,91.1,16.6,465.3,11.8,0.1,11.9,3.4,1.62,13.2,1,1.8,1.25,0.9,12.3,0.5,4.6,3.6,0.25,0.5,0.2,1.1,0.4,0.25,0.2,3,398,16,32,0.5,0.25,0.05
601943C,108704,317083,1.6,1.3,12.9,65.8,0.26,312,100,3.452,0.98,0.695,0.539,6.14,8.8,79.3,63.4,18.04,28.2,16.42,89,14.6,0.6,6.7,0.8,28.3,129,109.2,24.8,570.6,12.9,1.2,38.1,5.6,2.2,15.3,0.8,1.7,1.25,0.5,29.4,0.8,9.5,3.5,0.25,0.4,0.25,2,1.1,0.1,19.4,4,619,36,79,0.5,0.25,0.4
601944C,104885,310088,0.7,1.1,7,52,0.15,961,50,2.294,0.71,0.664,0.206,4.9,6.5,60.6,39,15.45,7.2,4.51,20.3,9.4,0.5,68.3,0.7,52.5,78.4,62.2,21.2,737.6,12.7,0.8,21.6,2.1,0.92,20.8,1.1,2.4,1.25,0.7,16.5,0.9,8.4,3.2,0.25,0.3,0.25,1.9,0.9,0.25,8.1,3,360,21,43,3.8,0.25,0.05
601945C,122612,324819,1.3,2,7.1,65.2,0.15,951,100,1.939,8.97,0.505,0.027,1.67,9.6,37.3,47.2,6.16,10,6.93,25.1,7.5,0.4,1.8,0.2,1,49.3,205.2,17.2,488.7,10.2,0.5,16.5,2.5,0.81,12.6,0.5,1.4,1.25,0.1,9.2,0.4,6.9,3.3,0.25,0.4,0.25,0.8,0.2,0.2,0.3,2,358,20,40,28.1,0.25,0.05
