Sample_ID,Easting_ING,Northing_ING,pH,SEC_µScm,HCO3_mgL,NPOC_mgL,Cl_mgL_IC,SO4_mgL_IC,NO3_mgL_IC,Br_mgL_IC,NO2_mgL_IC,HPO4_mgL_IC,F_mgL_IC,Li_µgL_ICPMS,Be_µgL_ICPMS,B_µgL_ICPMS,Na_mgL_ICPMS,Mg_mgL_ICPMS,Al_µgL_ICPMS,Si_µgL_ICPMS,P_mgL_ICPMS,S_mgL_ICPMS,K_mgL_ICPMS,Ca_mgL_ICPMS,Ti_µgL_ICPMS,V_µgL_ICPMS,Cr_µgL_ICPMS,Mn_µgL_ICPMS,Fe_µgL_ICPMS,Co_µgL_ICPMS,Ni_µgL_ICPMS,Cu_µgL_ICPMS,Zn_µgL_ICPMS,Ga_µgL_ICPMS,As_µgL_ICPMS,Se_µgL_ICPMS,Rb_µgL_ICPMS,Sr_µgL_ICPMS,Y_µgL_ICPMS,Zr_µgL_ICPMS,Nb_µgL_ICPMS,Mo_µgL_ICPMS,Ag_µgL_ICPMS,Cd_µgL_ICPMS,Sn_µgL_ICPMS,Sb_µgL_ICPMS,Cs_µgL_ICPMS,Ba_µgL_ICPMS,La_µgL_ICPMS,Ce_µgL_ICPMS,Pr_µgL_ICPMS,Nd_µgL_ICPMS,Sm_µgL_ICPMS,Eu_µgL_ICPMS,Tb_µgL_ICPMS,Gd_µgL_ICPMS,Dy_µgL_ICPMS,Ho_µgL_ICPMS,Er_µgL_ICPMS,Tm_µgL_ICPMS,Yb_µgL_ICPMS,Lu_µgL_ICPMS,Hf_µgL_ICPMS,Ta_µgL_ICPMS,W_µgL_ICPMS,Tl_µgL_ICPMS,Pb_µgL_ICPMS,Bi_µgL_ICPMS,Th_µgL_ICPMS,U_µgL_ICPMS
602286W,129948,309723,7.98,117,35.97,7.25,14.431,2.095,0.317,0.06,0.005,0.05,0.018,0.42,0.0086,7,9.92,1.858,89,1914,0.0005,0.62,0.514,9.9,1.417,0.184,0.102,5,513.4,0.04,0.15,0.177,0.681,0.021,0.11,0.066,0.708,36.196,0.3308,0.067,0.0028,0.065,0.025,0.006,0.032,0.0113,0.0058,19.36,0.492,0.642,0.106,0.413,0.073,0.013,0.011,0.075,0.057,0.011,0.033,0.004,0.025,0.004,0.005,0.001,0.01,0.005,0.09,0.005,0.0209,0.066
602287W,127218,306001,7.69,494,270.67,5.69,23.313,15.292,1.837,0.1,0.013,0.05,0.075,1.506,0.0156,11.9,14.41,9.222,18,5569,0.001,5.42,2.054,86.65,0.36,0.58,0.295,54.88,383.3,0.2,1.12,0.6,0.787,0.005,0.2,0.191,1.2,214.229,0.2738,0.213,0.0039,0.177,0.025,0.0231,0.057,0.0312,0.0021,84.95,0.078,0.137,0.018,0.115,0.025,0.005,0.005,0.03,0.037,0.009,0.029,0.004,0.028,0.006,0.005,0.001,0.01,0.005,0.029,0.005,0.0154,1.062
602288W,132783,305112,7.52,357,185.32,8.27,16.237,1.805,0.191,0.07,0.005,0.05,0.033,0.575,0.002,7.8,10.96,5.725,8.3,3786,0.0015,0.61,0.887,61.26,0.242,0.083,0.161,80.05,363,0.089,0.49,0.194,0.674,0.005,0.22,0.097,0.698,159.376,0.0482,0.049,0.0005,0.122,0.025,0.0019,0.032,0.0177,0.002,31.81,0.01,0.014,0.001,0.005,0.003,0.001,0.001,0.006,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.399
602289W,133571,301341,7.91,405,227.99,11.18,17.872,5.254,0.762,0.07,0.005,0.05,0.072,0.374,0.0053,9.6,12.14,5.988,16.3,3777,0.0039,2.15,1.635,75.46,0.381,0.261,0.317,57.51,771.6,0.262,1.07,0.543,0.663,0.005,0.78,0.164,1.029,194.124,0.1298,0.158,0.0016,0.275,0.025,0.0193,0.041,0.0295,0.0021,45.2,0.03,0.045,0.004,0.036,0.01,0.003,0.002,0.014,0.017,0.004,0.013,0.001,0.014,0.002,0.005,0.001,0.01,0.005,0.01,0.005,0.0054,0.469
602290W,106655,305766,7.29,53,6.71,10.61,8.846,1.579,0.025,0.03,0.005,0.05,0.005,0.36,0.0091,6.1,6.31,1.015,161.3,863,0.0037,0.25,0.288,1.91,1.585,0.209,0.216,38.88,736.5,0.219,0.61,0.309,2.154,0.014,2.68,0.131,0.55,10.497,0.3211,0.106,0.0034,0.015,0.025,0.0051,0.027,0.0274,0.0153,10.11,0.132,0.306,0.04,0.188,0.048,0.011,0.009,0.059,0.057,0.011,0.033,0.004,0.027,0.005,0.005,0.001,0.01,0.005,0.148,0.005,0.0145,0.037
602291W,135013,302726,7.76,453,232.87,12.41,15.952,7.308,1.11,0.07,0.005,0.05,0.073,0.693,0.0105,8.2,10.37,5.476,19.7,3066,0.0138,2.76,1.036,79.26,0.513,0.304,0.262,69.64,821,0.274,0.98,0.478,0.866,0.005,0.7,0.167,0.629,200.07,0.1609,0.178,0.0021,0.285,0.025,0.0175,0.035,0.0303,0.0014,64.67,0.04,0.068,0.009,0.047,0.013,0.005,0.003,0.017,0.023,0.005,0.015,0.003,0.015,0.002,0.005,0.001,0.01,0.005,0.023,0.005,0.0091,0.59
602292W,123121,312470,7.39,734,407.22,5.29,27.626,18.716,3.7,0.12,0.005,0.05,0.272,0.61,0.0032,15.6,16.72,12.641,1.9,3072,0.0052,6.41,3.051,127.91,0.143,0.187,0.138,12.15,31.8,0.066,1.56,0.565,0.883,0.005,0.16,0.425,1.044,578.457,0.0419,0.07,0.0005,0.276,0.025,0.0352,0.032,0.0586,0.0018,32.14,0.008,0.009,0.001,0.005,0.002,0.001,0.001,0.003,0.004,0.001,0.003,0.001,0.006,0.001,0.005,0.001,0.01,0.02,0.01,0.005,0.0025,1.384
602293W,105467,306714,7.18,62,7.44,11.06,11.91,2.215,0.144,0.01,0.005,0.05,0.005,0.365,0.0059,5.9,7.65,1.268,169.9,985,0.0051,0.58,0.337,1.98,2.286,0.335,0.147,19.34,519,0.115,0.29,0.253,1.327,0.015,0.53,0.111,0.469,7.542,0.2662,0.07,0.0055,0.015,0.025,0.003,0.029,0.0267,0.0111,4.74,0.206,0.409,0.053,0.216,0.047,0.011,0.008,0.057,0.046,0.01,0.029,0.004,0.022,0.004,0.005,0.001,0.01,0.005,0.201,0.005,0.0204,0.097
602294W,111555,301125,7.66,110,25.36,12.31,8.625,0.346,0.025,0.08,0.005,0.05,0.005,0.274,0.023,2.5,7.27,1.86,94.5,839,0.0033,0.25,0.199,5.69,1.205,0.688,0.305,1195.43,4040.1,0.483,0.71,0.161,2.647,0.075,1.84,0.116,0.276,16.692,0.8179,0.35,0.0025,0.015,0.025,0.0044,0.042,0.0182,0.0013,57.31,0.195,0.615,0.086,0.441,0.129,0.03,0.022,0.15,0.127,0.027,0.081,0.011,0.073,0.011,0.005,0.001,0.01,0.005,0.118,0.005,0.0298,0.059
602295W,132279,305839,7.81,374,199.95,6.1,16.319,3.318,0.695,0.05,0.005,0.05,0.06,0.621,0.0013,7.4,10.42,4.908,10.3,3336,0.0011,1.32,0.977,65.19,0.154,0.129,0.152,56.13,424.4,0.077,0.34,0.238,0.535,0.005,0.21,0.08,0.614,161.665,0.0563,0.058,0.0005,0.103,0.025,0.0121,0.029,0.0162,0.0018,41.69,0.017,0.024,0.001,0.023,0.005,0.003,0.001,0.006,0.007,0.001,0.006,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.711
602296W,116023,304113,7.37,67,5.61,13.02,12.186,0.869,0.025,0.09,0.005,0.05,0.005,0.324,0.0151,5.7,8.35,1.199,232.1,931,0.0069,0.51,0.161,1.59,1.244,0.328,0.304,91.82,1782.3,0.477,0.45,0.245,2.464,0.03,0.53,0.114,0.28,10.455,0.6899,0.14,0.0022,0.015,0.025,0.0192,0.04,0.0179,0.0017,8.77,0.523,1.383,0.139,0.565,0.123,0.032,0.02,0.135,0.117,0.023,0.073,0.01,0.066,0.01,0.005,0.001,0.01,0.005,0.363,0.005,0.0452,0.074
602297W,130323,316923,7.27,343,199.95,5.9,16.336,5.613,2.712,0.04,0.005,0.05,0.052,0.639,0.005,8.4,9.73,10.011,55,2864,0.0032,2,1.062,56.91,0.676,0.215,0.178,8.29,494,0.074,0.28,0.29,1.038,0.012,0.12,0.14,0.595,120.503,0.1511,0.047,0.0033,0.065,0.025,0.0187,0.025,0.0176,0.0026,26.01,0.163,0.289,0.037,0.153,0.027,0.007,0.004,0.029,0.026,0.005,0.013,0.001,0.013,0.001,0.005,0.001,0.01,0.005,0.048,0.005,0.0124,0.369
602299W,136123,302605,7.6,620,359.67,12.14,18.594,10.563,0.786,0.1,0.005,0.05,0.197,0.814,0.0138,11.4,11.13,6.741,17.7,2908,0.022,4.06,1.625,124.16,0.459,0.434,0.245,91.21,832.5,0.258,1.3,0.512,0.79,0.005,1,0.279,0.763,386.267,0.1801,0.425,0.0035,0.46,0.025,0.0208,0.042,0.0507,0.0005,96.88,0.032,0.054,0.006,0.044,0.012,0.003,0.003,0.021,0.024,0.005,0.017,0.002,0.02,0.004,0.01,0.001,0.01,0.005,0.01,0.005,0.0096,1.123
602300W,123679,309734,7.17,739,432.82,5.23,21.345,21.648,2.253,0.08,0.005,0.05,0.219,1.038,0.0098,18.1,12.74,29.351,5.7,3277,0.0025,7.66,1.923,115.74,0.317,0.239,0.158,36.44,97.3,0.109,1.4,0.553,1.399,0.005,0.16,0.631,1.439,158.001,0.152,0.247,0.0073,0.337,0.025,0.0532,0.045,0.0461,0.0023,61.92,0.025,0.057,0.005,0.042,0.014,0.002,0.003,0.015,0.021,0.005,0.018,0.003,0.019,0.003,0.005,0.001,0.01,0.027,0.01,0.005,0.0112,1.4
602301W,130600,296557,7.46,732,421.85,4.37,18.976,6.387,0.5,0.11,0.005,0.05,0.186,1.018,0.0031,14.1,12.16,6.278,2.4,2897,0.0019,2.4,0.773,137.71,0.025,0.125,0.051,27.51,72.1,0.154,1.42,0.663,1.165,0.005,0.25,0.29,0.361,854.551,0.0432,0.05,0.0005,0.478,0.025,0.065,0.01,0.0697,0.001,45.43,0.009,0.006,0.001,0.005,0.003,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,1.55
602302W,125581,298918,7.58,746,438.92,12.68,21.961,9.184,0.392,0.11,0.005,0.05,0.136,0.42,0.0099,12.5,12.41,8.818,5.4,4487,0.0044,3.58,2.357,138.87,0.345,0.243,0.244,49.17,244.3,0.213,1.37,0.395,0.576,0.005,0.3,0.266,1.033,324.987,0.09,0.341,0.0021,0.554,0.025,0.0184,0.01,0.0478,0.0014,161.28,0.012,0.017,0.001,0.005,0.007,0.003,0.001,0.008,0.011,0.003,0.007,0.001,0.01,0.002,0.011,0.001,0.01,0.005,0.01,0.005,0.0025,1.615
602303W,117947,298668,7.52,257,73.15,8.73,18.124,4.485,0.612,0.09,0.005,0.05,0.057,1.25,0.0133,6.7,12.04,3.57,52.4,4257,0.0137,1.75,1.094,23.01,1.253,0.396,0.212,142.32,1114.6,0.265,0.69,0.513,1.843,0.022,0.32,0.077,1.137,100.123,0.257,0.245,0.005,0.088,0.025,0.0113,0.01,0.0169,0.0027,24.78,0.193,0.445,0.047,0.205,0.039,0.009,0.007,0.044,0.038,0.009,0.028,0.004,0.028,0.006,0.005,0.001,0.01,0.005,0.046,0.005,0.0208,0.157
602305W,138108,294374,7.78,533,275.54,9.43,15.605,6.593,2.112,0.06,0.005,0.05,0.096,0.608,0.0078,10.1,10.03,5.274,10.8,2472,0.0065,2.7,1.579,92.3,0.204,0.102,0.122,29.09,290.8,0.118,0.79,0.38,0.719,0.005,0.38,0.153,0.759,456.724,0.1512,0.209,0.0014,0.169,0.025,0.0199,0.01,0.0344,0.0013,77.53,0.022,0.038,0.005,0.034,0.013,0.003,0.002,0.013,0.019,0.005,0.016,0.003,0.018,0.003,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.627
602306W,114986,296615,7.36,279,119.48,8.34,17.758,3.24,0.279,0.05,0.005,0.05,0.054,0.372,0.0038,7.4,12.04,3.868,24.2,1637,0.0079,1.29,0.747,34.4,0.473,0.201,0.302,85.29,974.3,0.31,1.87,0.888,1.403,0.013,1.69,0.119,0.846,130.2,0.1326,0.142,0.0025,0.191,0.025,0.0094,0.01,0.0402,0.0012,23.87,0.067,0.12,0.016,0.07,0.017,0.004,0.003,0.02,0.02,0.004,0.013,0.002,0.015,0.002,0.005,0.001,0.01,0.005,0.05,0.005,0.0125,0.19
602307W,128151,293819,7.85,616,346.26,9.51,18.412,5.357,0.425,0.12,0.005,0.05,0.17,0.569,0.0036,11.6,11.15,6.895,7,2707,0.0027,2.1,2.008,111.24,0.1,0.11,0.179,64.51,62.9,0.213,1.85,0.883,0.373,0.005,0.4,0.244,0.803,649.204,0.1031,0.198,0.0022,1.084,0.025,0.0244,0.01,0.0615,0.0005,54.68,0.012,0.022,0.001,0.031,0.009,0.001,0.001,0.01,0.01,0.003,0.01,0.001,0.012,0.002,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,1.049
602308W,117181,298938,7.18,205,73.15,6.34,17.902,5.767,0.57,0.09,0.005,0.05,0.049,2.194,0.0124,7.2,12.75,3.625,66.6,6031,0.0167,2.06,1.408,18.22,1.279,0.398,0.18,131.64,586.4,0.253,0.56,0.504,2.204,0.025,0.37,0.057,0.946,88.007,0.1994,0.119,0.0056,0.067,0.025,0.0165,0.01,0.0114,0.0021,17.59,0.193,0.487,0.046,0.177,0.038,0.007,0.005,0.033,0.03,0.007,0.021,0.003,0.025,0.004,0.005,0.001,0.01,0.005,0.045,0.005,0.0128,0.126
602309W,131533,295514,7.78,697,392.59,13.22,17.771,10.388,0.155,0.1,0.005,0.05,0.213,0.565,0.0102,14.4,11.12,7.851,8.5,2738,0.0047,3.92,1.315,131.84,0.287,0.561,0.281,15.29,184.5,0.36,3.27,0.847,0.815,0.005,0.59,0.388,0.532,802.974,0.1556,0.501,0.0019,1.637,0.025,0.0319,0.021,0.0965,0.0005,70.87,0.02,0.031,0.004,0.028,0.01,0.001,0.002,0.014,0.017,0.005,0.012,0.002,0.016,0.003,0.012,0.001,0.01,0.005,0.01,0.005,0.0025,2.139
602311W,140136,291957,7.64,314,131.68,12.41,14.231,4.533,0.725,0.06,0.005,0.05,0.034,0.878,0.0101,11.5,8.89,3.044,19.3,2134,0.0038,1.86,0.633,41.97,0.24,0.181,0.128,259.71,1191.8,0.295,0.5,0.134,0.701,0.025,0.75,0.074,0.607,146.849,0.3255,0.283,0.0023,0.083,0.025,0.0122,0.023,0.017,0.0032,215.9,0.053,0.087,0.017,0.078,0.025,0.006,0.005,0.034,0.041,0.009,0.03,0.005,0.036,0.007,0.005,0.001,0.01,0.005,0.01,0.005,0.0135,0.134
602312W,137048,296807,7.9,596,349.91,10.29,17.264,4.167,0.628,0.09,0.005,0.05,0.113,0.617,0.0043,13.5,9.92,5.487,4.8,2428,0.002,1.69,1.882,111.12,0.133,0.094,0.13,43.59,109.3,0.112,1.19,0.54,0.663,0.005,0.4,0.26,0.823,411.926,0.122,0.225,0.0021,0.339,0.025,0.015,0.01,0.0595,0.0013,47.97,0.012,0.021,0.002,0.02,0.007,0.003,0.001,0.011,0.013,0.003,0.012,0.002,0.016,0.003,0.005,0.001,0.01,0.005,0.01,0.005,0.0062,0.817
602314W,130852,296599,7.68,610,341.38,16.6,15.708,7.086,0.864,0.11,0.005,0.05,0.154,0.962,0.0141,16.3,10.32,5.177,13.5,2520,0.0157,2.86,0.846,111.29,0.623,0.6,0.276,75.62,707.3,0.34,2.08,0.541,0.946,0.005,0.46,0.358,0.363,506.194,0.1706,0.339,0.0036,1.17,0.025,0.0359,0.026,0.0664,0.0015,59.34,0.028,0.051,0.008,0.042,0.013,0.004,0.003,0.017,0.021,0.005,0.016,0.002,0.017,0.003,0.005,0.001,0.01,0.005,0.01,0.005,0.0104,1.117
602315W,122224,297988,7.4,369,171.91,8.16,23.956,9.696,2.178,0.08,0.005,0.05,0.038,0.749,0.0069,13.1,13.87,5.238,19.9,4160,0.0067,3.26,1.558,54.28,0.468,0.252,0.143,32.45,258.2,0.101,0.33,0.383,0.628,0.005,0.1,0.094,1.424,189.783,0.1067,0.068,0.0021,0.171,0.025,0.0035,0.01,0.0161,0.0059,214.04,0.036,0.047,0.009,0.039,0.013,0.002,0.002,0.013,0.014,0.003,0.01,0.001,0.015,0.003,0.005,0.001,0.01,0.005,0.01,0.005,0.0051,0.392
602316W,131621,290157,7.26,219,103.63,2.99,15.401,8.82,0.94,0.11,0.005,0.05,0.111,4.833,0.0031,18.7,9.96,3.952,3.2,3488,0.0147,2.86,1.402,30.99,0.025,0.124,0.061,137.13,415.5,0.319,4.49,0.959,0.889,0.015,0.28,0.354,0.454,139.086,0.0451,0.032,0.0005,1.908,0.025,0.1258,0.01,0.0522,0.0005,39.34,0.007,0.013,0.001,0.014,0.006,0.001,0.001,0.008,0.006,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.298
602317W,142814,291670,7.7,377,170.69,12.72,15.646,4.956,1.532,0.08,0.005,0.05,0.04,0.557,0.0188,11.2,9.41,3.431,19.6,2514,0.009,1.95,1.302,55.98,0.352,0.251,0.269,347.08,1512.1,0.537,0.66,0.213,0.567,0.04,0.78,0.123,0.974,139.345,0.5904,0.449,0.0025,0.085,0.025,0.0135,0.021,0.0187,0.0036,58.49,0.124,0.215,0.037,0.172,0.05,0.009,0.01,0.065,0.068,0.017,0.055,0.008,0.059,0.01,0.011,0.001,0.01,0.005,0.01,0.005,0.0178,0.238
602319W,118431,298683,6.9,218,59.74,17.91,20.124,2.529,0.025,0.1,0.005,0.05,0.035,0.96,0.009,9.8,12.71,3.199,60.2,3071,0.0141,1.35,0.642,20.86,1.519,0.217,0.202,72.47,835.7,0.152,0.33,0.216,1.681,0.016,0.21,0.116,0.855,68.338,0.1137,0.121,0.007,0.042,0.025,0.0005,0.01,0.035,0.005,15.16,0.079,0.156,0.021,0.068,0.015,0.004,0.003,0.018,0.016,0.004,0.014,0.001,0.014,0.003,0.005,0.001,0.01,0.005,0.051,0.005,0.013,0.026
602321W,129095,297530,7.93,719,424.29,9.8,20.56,10.877,0.315,0.13,0.005,0.05,0.191,1.021,0.0037,14.3,12.83,6.753,3.7,3471,0.0084,3.91,1.928,137.93,0.198,0.149,0.112,57.46,143.8,0.219,1.32,0.564,0.495,0.005,0.49,0.257,0.769,593.136,0.0473,0.16,0.0025,0.742,0.025,0.0133,0.01,0.0545,0.0005,63.58,0.006,0.01,0.001,0.005,0.005,0.001,0.001,0.005,0.004,0.001,0.005,0.001,0.005,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,1.379
602322W,122933,293892,8.02,693,399.9,4.04,18.67,6.389,0.795,0.11,0.005,0.05,0.122,0.414,0.0023,13.9,11.83,6.926,2.8,2750,0.0018,2.38,1.378,126.45,0.063,0.135,0.066,9.34,48.4,0.067,0.64,0.281,0.125,0.005,0.17,0.19,0.482,436.763,0.0308,0.036,0.0005,0.177,0.025,0.0077,0.01,0.0482,0.001,14.33,0.006,0.005,0.001,0.005,0.001,0.001,0.001,0.001,0.003,0.001,0.002,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.88
602323W,119383,296766,7.3,277,103.63,7.88,21.402,11.073,1.562,0.06,0.005,0.05,0.043,0.642,0.0146,9.6,12.74,4.896,43.3,4099,0.0081,3.73,1.184,32.77,0.961,0.339,0.226,28.09,369.8,0.124,0.63,0.358,0.846,0.005,0.12,0.074,1.591,102.129,0.271,0.075,0.0025,0.091,0.025,0.0017,0.01,0.0148,0.0078,50.8,0.165,0.2,0.045,0.162,0.04,0.009,0.006,0.042,0.04,0.008,0.024,0.004,0.025,0.005,0.005,0.001,0.01,0.005,0.01,0.005,0.009,0.259
602324W,130229,299156,6.87,657,442.57,15.36,21.248,0.608,3.538,0.24,0.005,0.05,0.091,0.125,0.0112,20,12.4,13.68,43.2,9039,0.3142,1.14,9.537,112.94,1.871,2.399,0.715,675.73,23879.8,6.642,6,0.954,13.796,0.05,7.78,0.765,3.836,279.494,0.1629,0.243,0.0128,4.828,0.025,0.0196,0.03,0.0791,0.0043,62.95,0.054,0.103,0.014,0.058,0.015,0.006,0.003,0.021,0.024,0.005,0.015,0.001,0.017,0.003,0.005,0.001,0.01,0.005,0.025,0.005,0.0129,3.127
602325W,134605,298896,7.69,710,390.15,9.05,17.396,12.947,0.233,0.08,0.005,0.05,0.174,0.648,0.0078,15.6,10.32,6.206,5.3,2916,0.0041,4.69,1.015,130.01,0.111,0.33,0.161,47.22,128,0.324,3.58,0.793,0.468,0.005,0.45,0.889,0.353,513.107,0.094,0.321,0.002,2.082,0.025,0.0353,0.01,0.133,0.0005,101.66,0.01,0.016,0.002,0.015,0.007,0.001,0.001,0.007,0.009,0.003,0.009,0.001,0.011,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,2.182
602326W,130540,301184,7.51,409,176.79,12.34,18.779,5.453,1.232,0.11,0.005,0.05,0.043,0.377,0.011,9.9,11.25,5.297,22.5,3917,0.0161,2.06,1.259,55.78,0.527,0.242,0.344,38.66,695.6,0.177,1.19,0.553,0.849,0.005,0.34,0.173,0.943,152.356,0.1544,0.162,0.0018,0.153,0.025,0.0136,0.01,0.024,0.0026,107.12,0.044,0.063,0.011,0.055,0.014,0.006,0.003,0.02,0.02,0.005,0.016,0.002,0.017,0.004,0.005,0.001,0.01,0.005,0.01,0.005,0.0108,0.263
602327W,120517,295631,7.97,420,179.22,15.82,19.233,8.401,0.526,0.11,0.005,0.05,0.046,0.357,0.0104,10.9,10.97,4.23,43,2789,0.0045,3.39,1.327,59.48,0.755,0.323,0.278,102.13,432.5,0.516,0.77,0.722,0.687,0.005,0.26,0.191,1.071,148.468,0.2118,0.184,0.0051,0.093,0.025,0.0215,0.01,0.0312,0.0021,137.47,0.06,0.105,0.017,0.074,0.022,0.006,0.004,0.024,0.028,0.007,0.02,0.003,0.023,0.005,0.005,0.001,0.01,0.005,0.01,0.005,0.013,0.366
602328W,120789,292374,8.09,688,416.97,12.04,18.821,10.902,0.272,0.11,0.005,0.05,0.106,0.37,0.0091,12.7,11.78,5.935,4.1,1623,0.0043,4.02,1.711,137.2,0.138,0.187,0.153,7.59,101.4,0.104,1.67,0.451,0.301,0.005,0.34,0.245,0.716,421.925,0.105,0.269,0.0033,0.194,0.025,0.0211,0.025,0.0907,0.0016,24.78,0.017,0.021,0.003,0.022,0.008,0.001,0.001,0.007,0.011,0.003,0.009,0.001,0.011,0.002,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,1.109
602331W,117428,297730,7.72,233,71.93,8.3,18.558,5.401,0.671,0.1,0.005,0.05,0.04,0.856,0.0186,8.6,11.39,3.205,54.9,3534,0.0228,2.05,1.057,20.86,1.056,0.416,0.225,91.3,905.8,0.302,0.79,0.596,1.384,0.015,0.36,0.093,1.073,110.55,0.2961,0.24,0.0075,0.112,0.025,0.0071,0.01,0.0215,0.0024,25.12,0.205,0.411,0.053,0.172,0.048,0.011,0.007,0.049,0.043,0.01,0.035,0.005,0.037,0.007,0.005,0.001,0.01,0.005,0.054,0.005,0.021,0.162
602333W,119406,301779,7.91,193,58.52,11.3,18.065,3.067,0.51,0.1,0.005,0.05,0.028,0.658,0.0147,7.3,11.24,2.711,77.5,3044,0.0127,1.33,1.029,17.99,1.532,0.398,0.18,30.52,1318.4,0.167,0.46,0.429,1.325,0.014,0.32,0.095,1.371,86.4,0.3008,0.176,0.0082,0.068,0.025,0.0063,0.01,0.0181,0.0051,14.35,0.33,0.627,0.074,0.258,0.054,0.01,0.008,0.052,0.045,0.01,0.031,0.004,0.031,0.005,0.005,0.001,0.01,0.005,0.086,0.005,0.0222,0.162
602334W,131747,289391,7.05,356,164.59,15.47,24.81,19.912,1.274,0.11,0.005,0.05,0.146,3.999,0.0327,16.3,12.97,4.608,26.9,3485,0.0311,7.44,0.556,62.12,0.159,0.206,0.106,1390.99,3935.2,3.138,9.08,0.767,4.813,0.094,0.43,0.343,0.642,197.318,0.1561,0.173,0.0022,2.136,0.025,0.3067,0.01,0.0494,0.0013,81.68,0.019,0.043,0.009,0.042,0.016,0.003,0.004,0.025,0.024,0.005,0.014,0.002,0.014,0.003,0.005,0.001,0.01,0.005,0.02,0.005,0.0122,0.383
602335W,135700,294181,7.96,625,380.4,8.24,18.98,9.818,1.097,0.08,0.005,0.05,0.117,0.397,0.0032,11.9,10.41,9.131,2.6,2768,0.0057,3.7,1.851,120.32,0.138,0.158,0.091,21.91,115.8,0.078,1.2,0.513,0.759,0.005,0.29,0.298,0.734,560.914,0.0694,0.162,0.0014,0.362,0.025,0.0213,0.01,0.0538,0.0015,30.46,0.007,0.014,0.001,0.012,0.005,0.001,0.001,0.006,0.007,0.001,0.005,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.744
602336W,135536,294050,7.3,689,379.18,8.81,15.742,27.819,0.334,0.06,0.005,0.05,0.161,0.539,0.0152,10.5,9,7.807,7.6,2433,0.002,9.64,0.702,129.05,0.192,0.733,0.306,46.23,180.2,0.375,6.63,1.072,2.116,0.005,0.42,1.204,0.326,482.643,0.2166,0.834,0.002,2.055,0.025,0.0913,0.01,0.2031,0.0051,42.27,0.013,0.023,0.003,0.023,0.01,0.002,0.004,0.018,0.023,0.006,0.021,0.004,0.023,0.004,0.02,0.001,0.01,0.017,0.01,0.005,0.0071,3.801
602338W,131505,291029,7.66,273,125.58,3.22,16.242,11.145,0.435,0.09,0.005,0.05,0.123,8.626,0.0026,14.8,10.75,4.828,6.5,4316,0.0203,3.74,1.382,37.98,0.105,0.203,0.066,17.14,137.8,0.106,3.56,1.013,0.713,0.005,0.24,0.426,0.495,204.494,0.0506,0.046,0.0005,2.105,0.025,0.0853,0.01,0.0614,0.0005,41.39,0.01,0.014,0.002,0.013,0.007,0.003,0.001,0.008,0.006,0.001,0.004,0.001,0.003,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.903
602339W,121924,291135,7.67,780,457.21,12.87,19.45,12.388,1.735,0.13,0.005,0.05,0.168,0.556,0.0055,14.9,11.79,7.91,16.2,2749,0.0429,4.73,3.392,147.18,0.354,0.492,0.3,22.57,172,0.244,2.77,0.913,1.633,0.005,0.51,0.426,1.256,484.513,0.1164,0.267,0.0043,0.445,0.025,0.0156,0.021,0.1298,0.004,28.69,0.018,0.02,0.003,0.014,0.003,0.001,0.001,0.008,0.01,0.003,0.01,0.001,0.01,0.002,0.005,0.001,0.01,0.019,0.01,0.005,0.0025,2.141
602340W,126981,298213,7.67,752,437.7,6.7,19.606,11.382,0.489,0.11,0.005,0.05,0.107,0.489,0.0043,13.5,11.55,8.52,3,4089,0.0017,4.22,1.79,141.26,0.114,0.093,0.112,39.58,114.2,0.194,1.32,0.312,0.348,0.005,0.32,0.273,0.538,669.791,0.0435,0.177,0.0005,0.999,0.025,0.02,0.01,0.0501,0.0027,43.58,0.005,0.009,0.001,0.005,0.006,0.001,0.001,0.004,0.005,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,1.227
